Código;Produto;Valor Unitário
16004105;"TUBO AC 5L-B PSL-1 S/C 6""X0.280"" STD SCH";0
16004106;"TUBO 1"" SCH80 A333-6 S/C 6M";0
16004110;"FLANGE CEGA 1 1/2"" RTJ 600# ASTM A105";0
16004111;"FLANGE WN 1.1/2"" RTJ 600# ASTM A105";0
16004137;RETROSLED CUSTOM C/6ANODOS 90KG CADA;0
16004138;"RETROCLAMP DUTO C/3LPP 16,5"" RRC0986";0
16004922;"CURVA 45º RL 10"" SCH40 ASTM A234 WPB";0
16004923;"CURVA 45º RL 10"" SCH80 ASTM A234 WPB";0
16004924;"CURVA 45º RL 12"" SCH40 ASTM A234 WPB";0
16004925;"CURVA 45º RL 12"" SCH80 ASTM A234 WPB";0
16004926;"CURVA 45º RL 14"" SCH40 ASTM A234 WPB";0
16004927;"CURVA 45º RL 14"" SCH80 ASTM A234 WPB";0
16004928;"CURVA 45º RL 16"" SCH40 ASTM A234 WPB";0
16004929;"CURVA 45º RL 16"" SCH80 ASTM A234 WPB";0
16004930;"CURVA 45º RL 18"" SCH40 ASTM A234 WPB";0
16004931;"CURVA 45º RL 18"" SCH80 ASTM A234 WPB";0
16004932;"CURVA 90º RL 10"" SCH40 ASTM A234 WPB";798,9
16004933;"CURVA 90º RL 10"" SCH80 ASTM A234 WPB";0
16004934;"CURVA 90º RL 12"" SCH40 ASTM A234 WPB";1350
16004935;"CURVA 90º RL 12"" SCH80 ASTM A234 WPB";0
16004936;"CURVA 90º RL 14"" SCH40 ASTM A234 WPB";0
16004937;"CURVA 90º RL 14"" SCH80 ASTM A234 WPB";0
16004938;"CURVA 90º RL 16"" SCH40 ASTM A234 WPB";0
16004939;"CURVA 90º RL 16"" SCH80 ASTM A234 WPB";0
16004940;"CURVA 90º RL 18"" SCH40 ASTM A234 WPB";0
16004941;"CURVA 90º RL 18"" SCH80 ASTM A234 WPB";0
16004942;"ESTOJO 1""X10"" CDM/BCR ASTM A193 GR-B7";0
16004943;"ESTOJO 1""X12"" CDM/BCR ASTM A193 GR-B7";0
16004944;"ESTOJO 1""X5.1/2"" CDM/BCR ASTM A193 GR-B7";45
16004945;"ESTOJO 1.1/8""X11.3/8"" CDM/BCRASTA193GRB7";267
16004946;"ESTOJO 1.1/8""X14.1/4"" CDM/BCRASTA193GRB7";0
16004947;"ESTOJO 1.1/8""X6"" CDM/BCR ASTM A193 GR-B7";0
16004948;"ESTOJO 3/4""X4.1/4"" CDM/BCR ASTM A193GRB7";19,5
16004949;"ESTOJO 3/4""X7.3/4"" CDM/BCR ASTM A193GRB7";22,1
16004950;"ESTOJO 3/4""X9.1/4"" CDM/BCR ASTM A193GRB7";3500
16004951;"ESTOJO 5/8""X3.1/2"" CDM/BCR ASTM A193GRB7";13,9
16004952;"ESTOJO 5/8""X3.1/4"" CDM/BCR ASTM A193GRB7";0
16004953;"ESTOJO 5/8""X4"" CDM/BCR ASTM A193 GR-B7";22
16004954;"ESTOJO 5/8""X6.1/2"" CDM/BCR ASTM A193GRB7";150
16004955;"ESTOJO 7/8""X11.3/4"" CDM/BCRASTM A193GRB7";49,8
16004956;"ESTOJO 7/8""X4.3/4"" CDM/BCR ASTM A193GRB7";28,9
16004957;"ESTOJO 7/8""X8.3/4"" CDM/BCR ASTM A193GRB7";29
16004958;"FLANGE WN 10"" 150 RF SCH40 ASTM A105";0
16004959;"FLANGE WN 10"" 150 RF SCH80 ASTM A105";0
16004960;"FLANGE WN 12"" 150 RF SCH40 ASTM A105";0
16004961;"FLANGE WN 12"" 150 RF SCH80 ASTM A105";0
16004962;"FLANGE WN 14"" 150 RF SCH40 ASTM A105";0
16004963;"FLANGE WN 14"" 150 RF SCH80 ASTM A105";0
16004964;"FLANGE WN 16"" 150 RF SCH40 ASTM A105";0
16004965;"FLANGE WN 16"" 150 RF SCH80 ASTM A105";0
16004966;"FLANGE WN 18"" 150 RF SCH40 ASTM A105";0
16004967;"FLANGE WN 18"" 150 RF SCH80 ASTM A105";0
16004973;JUNTA ANEL OCT RTJ R22  90HB  B16.20;50
16004974;JUNTA ANEL OCT RTJ R23  90HB  B16.20;9,35
16004976;JUNTA ANEL OCT RTJ R25  90HB  B16.20;0
16004977;JUNTA ANEL OCT RTJ R26  90HB  B16.20;0
16004978;JUNTA ANEL OCT RTJ R27  90HB  B16.20;0
16004979;JUNTA ANEL OCT RTJ R29  90HB  B16.20;0
16004980;JUNTA ANEL OCT RTJ R31  90HB  B16.20;134,23
16004981;JUNTA ANEL OCT RTJ R35  90HB  B16.20;0
16004982;JUNTA ANEL OCT RTJ R36  90HB  B16.20;0
16004983;JUNTA ANEL OCT RTJ R37  90HB  B16.20;182,3
16004984;JUNTA ANEL OCT RTJ R43  90HB  B16.20;0
16004985;JUNTA ANEL OCT RTJ R45 90HB  B16.20;0
16004986;JUNTA ANEL OCT RTJ R48  90HB  B16.20;0
16004987;JUNTA ANEL OCT RTJ R52  90HB  B16.20;0
16004988;"JUNTA ESPIROMET 1""150#RF 316L B16.20";0
16004989;"JUNTA ESPIROMET 1.1/2""150#RF 316L B1620";22,6
16004990;"JUNTA ESPIROMET 10""150#RF 316L B16.20";0
16004991;"JUNTA ESPIROMET10""300#RF 316L B16.20";78
16004992;"JUNTA ESPIROMET 10""600#RF 316L B16.20";0
16004993;"JUNTA ESPIROMET 14""150#RF 316L B16.20";569,97
16004994;"JUNTA ESPIROMET 14""300#RF 316L B16.20";120
16004995;"JUNTA ESPIROMET 14""600#RF 316L B16.20";0
16004996;"JUNTA ESPIROMET 16""150#RF 316L B16.20";0
16004997;"JUNTA ESPIROMET 16""600#RF 316L B16.20";0
16004998;"JUNTA ESPIROMET 18""300#RF 316L B16.20";0
16004999;"JUNTA ESPIROMET 18""600#RF 316L B16.20";0
16005000;"JUNTA ESPIROMET 2""150#RF 316L B16.20";147,52
16005001;"JUNTA ESPIROMET 2""300#RF 316L B16.20";119,46
16005002;"JUNTA ESPIROMET 2""600#RF 316L B16.20";165,08
16005003;"JUNTA ESPIROMET 2""900#RF 316L B16.20";0
16005004;"JUNTA ESPIROMET 2.1/2""150#RF 316L B1620";0
16005005;"JUNTA ESPIROMET 3""150#RF 316L B16.20";24,08
16005006;"JUNTA ESPIROMET 3""300#RF 316L B16.20";130,9
16005007;"JUNTA ESPIROMET 3""600#RF 316L B16.20";98,9
16005008;"JUNTA ESPIROMET 3""900#RF 316L B16.20";0
16005009;"JUNTA ESPIROMET 4""150#RF 316L B16.20";178,2
16005010;"JUNTA ESPIROMET 4""600#RF 316L B16.20";103,9
16005011;"JUNTA ESPIROMET 4""900#RF 316L B16.20";0
16005012;"JUNTA ESPIROMET 6""150#RF 316L B16.20";0
16005013;"JUNTA ESPIROMET 6""600#RF 316L B16.20";301,9
16005014;"JUNTA ESPIROMET 6""900#RF 316L B16.20";0
16005015;"JUNTA ESPIROMET 8""150#RF 316L B16.20";51,64
16005016;"JUNTA ESPIROMET 8""600#RF 316L B16.20";129,8
16005017;"JUNTA ESPIROMET 8""900#RF 316L B16.20";0
16005018;"PORCA SEXT. 1"" CDM/BCR ASTM A194 GR-2H";4,5
16005019;"PORCA SEXT. 1.1/8"" CDM/BCR ASTM A194GR2H";10
16005022;"PORCA SEXT. 7/8"" CDM/BCR ASTM A194 GR-2H";8,74
16005023;"REDUCAO CONC 1""X2"" SCH40 ASTM A234 WPB";29
16005024;"REDUCAO CONC 1""X2"" SCH80 ASTM A234 WPB";29,94
16005025;"REDUCAO CONC 10""X12"" SCH40 ASTM A234 WPB";0
16005027;"REDUCAO CONC 2""X4"" SCH40 ASTM A234 WPB";149,7
16005028;"REDUCAO CONC 2""X4"" SCH80 ASTM A234 WPB";0
16005029;"REDUCAO CONC 3""X4"" SCH40 ASTM A234 WPB";0
16005030;"REDUCAO CONC 3""X4"" SCH80 ASTM A234 WPB";0
16005031;"REDUCAO CONC 4""X6"" SCH40 ASTM A234 WPB";127,76
16005032;"REDUCAO CONC 4""X6"" SCH80 ASTM A234 WPB";169,9
16005033;"REDUCAO CONC 4""X8"" SCH40 ASTM A234 WPB";0
16005034;"REDUCAO CONC 4""X8"" SCH80 ASTM A234 WPB";0
16005035;"REDUCAO CONC 6""X10"" SCH40 ASTM A234 WPB";0
16005037;"REDUCAO CONC 6""X12"" SCH40 ASTM A234 WPB";0
16005039;"REDUCAO CONC 6""X8"" SCH40 ASTM A234 WPB";162,2
16005040;"REDUCAO CONC 6""X8"" SCH80 ASTM A234 WPB";0
16005041;"REDUCAO CONC 8""X10"" SCH40 ASTM A234 WPB";0
16005043;"REDUCAO CONC 8""X12"" SCH40 ASTM A234 WPB";0
16005070;"TE IGUAL 45º 10"" SCH40 ASTM A234 WPB S/C";0
16005071;"TE IGUAL 45º 10"" SCH80 ASTM A234 WPB S/C";0
16005072;"TE IGUAL 45º 12"" SCH40 ASTM A234 WPB S/C";0
16005073;"TE IGUAL 45º 12"" SCH80 ASTM A234 WPB S/C";0
16005074;"TE IGUAL 45º 14"" SCH40 ASTM A234 WPB S/C";0
16005075;"TE IGUAL 45º 14"" SCH80 ASTM A234 WPB S/C";0
16005076;"TE IGUAL 45º 16"" SCH40 ASTM A234 WPB S/C";0
16005077;"TE IGUAL 45º 16"" SCH80 ASTM A234 WPB S/C";0
16005078;"TE IGUAL 45º 18"" SCH40 ASTM A234 WPB S/C";0
16005079;"TE IGUAL 45º 18"" SCH80 ASTM A234 WPB S/C";0
16005080;"TE IGUAL 45º 2"" SCH40 ASTM A234 WPB S/C";65,5
16005081;"TE IGUAL 45º 2"" SCH80 ASTM A234 WPB S/C";0
16005082;"TE IGUAL 45º 3"" SCH40 ASTM A234 WPB S/C";0
16005083;"TE IGUAL 45º 3"" SCH80 ASTM A234 WPB S/C";0
16005084;"TE IGUAL 45º 4"" SCH40 ASTM A234 WPB S/C";0
16005085;"TE IGUAL 45º 4"" SCH80 ASTM A234 WPB S/C";0
16005086;"TE IGUAL 45º 6"" SCH40 ASTM A234 WPB S/C";0
16005087;"TE IGUAL 45º 6"" SCH80 ASTM A234 WPB S/C";0
16005088;"TE IGUAL 45º 8"" SCH40 ASTM A234 WPB S/C";0
16005089;"TE IGUAL 45º 8"" SCH80 ASTM A234 WPB S/C";0
16005090;"TE IGUAL 90º 10"" SCH40 ASTM A234 WPB S/C";0
16005091;"TE IGUAL 90º 10"" SCH80 ASTM A234 WPB S/C";0
16005092;"TE IGUAL 90º 12"" SCH40 ASTM A234 WPB S/C";0
16005093;"TE IGUAL 90º 12"" SCH80 ASTM A234 WPB S/C";0
16005094;"TE IGUAL 90º 14"" SCH40 ASTM A234 WPB S/C";0
16005095;"TE IGUAL 90º 14"" SCH80 ASTM A234 WPB S/C";0
16005096;"TE IGUAL 90º 16"" SCH40 ASTM A234 WPB S/C";0
16005097;"TE IGUAL 90º 16"" SCH80 ASTM A234 WPB S/C";0
16005098;"TE IGUAL 90º 18"" SCH40 ASTM A234 WPB S/C";0
16005099;"TE IGUAL 90º 2"" SCH40 ASTM A234 WPB S/C";37,8
16005100;"TE IGUAL 90º 2"" SCH80 ASTM A234 WPB S/C";224,29
16005101;"TE IGUAL 90º 3"" SCH40 ASTM A234 WPB S/C";102,6
16005102;"TE IGUAL 90º 3"" SCH80 ASTM A234 WPB S/C";0
16005103;"TE IGUAL 90º 4"" SCH40 ASTM A234 WPB S/C";151,9
16005104;"TE IGUAL 90º 4"" SCH80 ASTM A234 WPB S/C";0
16005105;"TE IGUAL 90º 6"" SCH40 ASTM A234 WPB S/C";0
16005106;"TE IGUAL 90º 6"" SCH80 ASTM A234 WPB S/C";0
16005107;"TE IGUAL 90º 8"" SCH40 ASTM A234 WPB S/C";0
16005108;"TE IGUAL 90º 8"" SCH80 ASTM A234 WPB S/C";0
16005109;"TE RED. 90° 10""X10""X2"" SCH40 A234WPB S/C";0
16005110;"TE RED. 90° 10""X10""X2"" SCH80 A234WPB S/C";0
16005111;"TE RED. 90° 10""X10""X3"" SCH40 A234WPB S/C";0
16005112;"TE RED. 90° 10""X10""X3"" SCH80 A234WPB S/C";0
16005113;"TE RED. 90° 10""X10""X4"" SCH40 A234WPB S/C";0
16005114;"TE RED. 90° 10""X10""X4"" SCH80 A234WPB S/C";0
16005115;"TE RED. 90° 10""X10""X6"" SCH40 A234WPB S/C";0
16005116;"TE RED. 90° 10""X10""X6"" SCH80 A234WPB S/C";0
16005117;"TE RED. 90° 10""X10""X8"" SCH40 A234WPB S/C";0
16005118;"TE RED. 90° 10""X10""X8"" SCH80 A234WPB S/C";0
16005119;"TE RED. 90° 12""X12""X10"" SCH40 A234WPBS/C";0
16005120;"TE RED. 90° 12""X12""X10""SCH80 A234WPB S/C";0
16005121;"TE RED. 90° 12""X12""X4"" SCH40 A234WPB S/C";0
16005122;"TE RED. 90° 12""X12""X4"" SCH80 A234WPB S/C";0
16005123;"TE RED. 90° 12""X12""X6"" SCH40 A234WPB S/C";0
16005124;"TE RED. 90° 12""X12""X6"" SCH80 A234WPB S/C";0
16005125;"TE RED. 90° 12""X12""X8"" SCH40 A234WPB S/C";0
16005126;"TE RED. 90° 12""X12""X8"" SCH80 A234WPB S/C";0
16005127;"TE RED. 90° 2""X2""X1"" SCH40  A234 WPB S/C";0
16005128;"TE RED. 90° 2""X2""X1"" SCH80  A234 WPB S/C";0
16005129;"TE RED. 90° 3""X3""X1"" SCH40  A234 WPB S/C";0
16005130;"TE RED. 90° 3""X3""X1"" SCH80  A234 WPB S/C";0
16005131;"TE RED. 90° 3""X3""X2"" SCH40  A234 WPB S/C";99
16005132;"TE RED. 90° 3""X3""X2"" SCH80  A234 WPB S/C";0
16005133;"TE RED. 90° 4""X4""X2"" SCH40  A234 WPB S/C";165
16005134;"TE RED. 90° 4""X4""X2"" SCH80  A234 WPB S/C";0
16005135;"TE RED. 90° 4""X4""X3"" SCH40  A234 WPB S/C";0
16005136;"TE RED. 90° 4""X4""X3"" SCH80  A234 WPB S/C";0
16005137;"TE RED. 90° 6""X6""X1"" SCH40  A234 WPB S/C";0
16005138;"TE RED. 90° 6""X6""X1"" SCH80  A234 WPB S/C";0
16005139;"TE RED. 90° 6""X6""X2"" SCH40  A234 WPB S/C";0
16005140;"TE RED. 90° 6""X6""X2"" SCH80  A234 WPB S/C";0
16005141;"TE RED. 90° 6""X6""X3"" SCH40  A234 WPB S/C";0
16005142;"TE RED. 90° 6""X6""X3"" SCH80  A234 WPB S/C";0
16005143;"TE RED. 90° 6""X6""X4"" SCH40  A234 WPB S/C";0
16005144;"TE RED. 90° 6""X6""X4"" SCH80  A234 WPB S/C";0
16005145;"TE RED. 90° 8""X8""X2"" SCH40  A234 WPB S/C";0
16005146;"TE RED. 90° 8""X8""X2"" SCH80  A234 WPB S/C";0
16005147;"TE RED. 90° 8""X8""X4"" SCH40  A234 WPB S/C";0
16005148;"TE RED. 90° 8""X8""X4"" SCH80  A234 WPB S/C";0
16005149;"TE RED. 90° 8""X8""X6"" SCH40  A234 WPB S/C";0
16005150;"TE RED. 90° 8""X8""X6"" SCH80  A234 WPB S/C";0
16005153;"TUBO 10"" SCH40 API 5LB PSL-1 S/C 6M";0
16005154;"TUBO 10"" SCH80 API 5LB PSL-1 S/C 6M";0
16005155;"TUBO 12"" SCH40 API 5LB PSL-1 S/C 6M";0
16005156;"TUBO 12"" SCH80 API 5LB PSL-1 S/C 6M";0
16005157;"TUBO 14"" SCH40 API 5LB PSL-1 S/C 6M";0
16005158;"TUBO 14"" SCH80 API 5LB PSL-1 S/C 6M";0
16005159;"TUBO 16"" SCH40 API 5LB PSL-1 S/C 6M";14421,6
16005160;"TUBO 16"" SCH80 API 5LB PSL-1 S/C 6M";0
16005161;"TUBO 18"" SCH40 API 5LB PSL-1 S/C 6M";0
16005162;"TUBO 18"" SCH80 API 5LB PSL-1 S/C 6M";0
16005378;"ABRACADEIRA U 1""x5/16"" SAE 1020 VULC";26,9
16005379;"ABRACADEIRA U 1.1/2""x5/16"" SAE 1020 VULC";41,9
16005380;"ABRACADEIRA U 1/2""x5/16"" SAE 1020 VULC";29,8
16005381;"ABRACADEIRA U 10""x3/4"" SAE 1020 VULC";0
16005382;"ABRACADEIRA U 12""x3/4"" SAE 1020 VULC";369,9
16005383;"ABRACADEIRA U 14""x3/4"" SAE 1020 VULC";417,9
16005384;"ABRACADEIRA U 16""x3/4"" SAE 1020 VULC";0
16005385;"ABRACADEIRA U 18""x3/4"" SAE 1020 VULC";0
16005386;"ABRACADEIRA U 2""x3/8"" SAE 1020 VULC";912,8
16005387;"ABRACADEIRA U 2.1/2""x3/8"" SAE 1020 VULC";27,9
16005388;"ABRACADEIRA U 3""x3/8"" SAE 1020 VULC";63,9
16005389;"ABRACADEIRA U 3/4""x5/16"" SAE 1020 VULC";29,8
16005390;"ABRACADEIRA U 4x3/8"" SAE 1020 VULC";84,9
16005391;"ABRACADEIRA U 6""x5/8"" SAE 1020 VULC";130,62
16005392;"ABRACADEIRA U 8""x5/8"" SAE 1020 VULC";120
16005395;"FLANGE CEGA 10""150# RF ASTM A105";0
16005396;"FLANGE CEGA 10""300# RF ASTM A105";0
16005397;"FLANGE CEGO 10""600# RF ASTM A105";4026,75
16005398;"FLANGE CEGO 10""900# RTJ ASTM A105";0
16005399;"FLANGE CEGA 12""150# RF ASTM A105";2250
16005400;"FLANGE CEGA 12""300# RF ASTM A105";0
16005401;"FLANGE CEGO 12""600# RF ASTM A105";4852,75
16005402;"FLANGE CEGO 12""900# RTJ ASTM A105";0
16005403;"FLANGE CEGA 14""150# RF ASTM A105";0
16005404;"FLANGE CEGA 14""300# RF ASTM A105";0
16005405;"FLANGE CEGO 14""600# RF ASTM A105";0
16005406;"FLANGE CEGO 14""900# RTJ ASTM A105";0
16005407;"FLANGE CEGA 16""150# RF ASTM A105";0
16005408;"FLANGE CEGA 16""300# RF ASTM A105";0
16005409;"FLANGE CEGO 16""600# RF ASTM A105";0
16005410;"FLANGE CEGO 16""900# RTJ ASTM A105";0
16005411;"FLANGE CEGA 18""150# RF ASTM A105";0
16005412;"FLANGE CEGO 18""300# RF ASTM A105";0
16005413;"FLANGE CEGO 18""600# RF ASTM A105";0
16005414;"FLANGE CEGO 18""900# RTJ ASTM A105";0
16005415;"FLANGE CEGA 8""150# RF ASTM A105";0
16005416;"FLANGE CEGA 8""300# RF ASTM A105";0
16005417;"FLANGE CEGO 8""600# RF ASTM A105";0
16005418;"FLANGE CEGO 8""900# RTJ ASTM A105";0
16005419;"FLANGE SLIPON 2"" 150 RF SCH80 ASTM A105";0
16005420;"FLANGE SLIPON 3"" 150 RF SCH80 ASTM A105";0
16005421;"FLANGE SLIPON 4"" 150 RF SCH80 ASTM A105";0
16005422;"FLANGE SLIPON 6"" 150 RF SCH80 ASTM A105";0
16005423;"FLANGE SLIPON 8"" 150 RF SCH80 ASTM A105";0
16006242;"TUBO 1"" SCH80 A106 GRB PSL-1 S/C 6M";93,65
16006243;"TUBO 1 1/2"" SCH80 A106 GRB PSL-1 S/C 6M";510
16006258;"I-ROD WHITE  1""1/2 x 11/16"" X 1M";0
16006260;"NU-BOLT HT ASSEMPLY 16"" PIPE";0
16006347;"VALVULA DIRECIONAL 3/4"" BRONZE BUCKA";3166,56
16006349;"VALVULA DIRECIONAL 1"" 81-870122000";4316,36
16006350;"VALVULA DIRECIONAL 2"" BRONZE BUCKA";6484,1
16006402;"FLANGE WN 3"" 600# SCH100";0
16006403;"TUBO 3"" SCH100 API 5LB PSL-1 S/C 6M";0
16006404;"TE REDUCAO 2""x3/4"" 3000# ROSCA NPT";0
16006405;"CAP 2"" SCH40 SOLDA TOPO";10,22
16006406;"WELDOLET 4"" x 2"" SCH40";307,4
16006407;"MEIA LUVA  ENGAIXE SOLDA 3/4"" 3000#";72,8
16006408;"COTOVELO 90 2"" 3000# ROSCA NPT A105";0
16006409;"LUVA ENGAIXE SOLDA 2"" 3000#";0
16006410;"PARAFUSOS ESTOJO 5/8""x3"" 02 PORCAS";13
16006411;"PARAFUSOS ESTOJO 5/8""x3 1/4"" 02 PORCAS";9,45
16006412;"PARAFUSOS ESTOJO 5/8""x3 1/2"" 02 PORCAS";17,2
16006413;"PARAFUSOS ESTOJO 5/8""x3 3/4"" 02 PORCAS";29,88
16006414;"PARAFUSOS ESTOJO 5/8""x4"" 02 PORCAS";27,85
16006415;"PARAFUSOS ESTOJO 5/8""x4 1/4"" 02 PORCAS";16
16006416;"PARAFUSOS ESTOJO 5/8""x6"" 02 PORCAS";300
16006417;"PARAFUSOS ESTOJO 3/4""x4 1/2"" 02 PORCAS";30
16006418;"PARAFUSOS ESTOJO 3/4""x6 1/2"" 02 PORCAS";246,74
16006421;"COLAR BOSSE 1/2"" A105 6000NPT";0
16006422;"COLAR BOSSE 3/4"" A105 6000NPT";0
16006423;"WELDOLET 12"" x 2"" 160# A105";0
16006424;"WELDOLET 8"" x 2"" 160# A105";0
16006425;"WELDOLET 12"" x 2"" XS A105";0
16006426;"WELDOLET 2"" x 2"" XS A105";0
16006427;"WELDOLET 3"" x 2"" XS A105";0
16006428;"WELDOLET 4"" x 2"" XS A105";0
16006429;"WELDOLET 6"" x 2"" XS A105";0
16006430;"WELDOLET 8"" x 2"" XS A105";0
16006431;"CURVA 90 RL 16"" SCH80 5XD A234 WPB S/C";0
16006432;"FLANGE CEGO 2"" 150# RFE A105";61,9
16006433;"FLANGE CEGO 2"" 1500# RJR F60 A694";0
16006434;"FLANGE CEGO 2"" 300# RFE A105";0
16006435;"FLANGE CEGO 2"" 600# RJR A105";0
16006436;"FLANGE WN 2"" 1500# RJR SCH160 A105";0
16006437;"FLANGE WN 2"" 1500# RJR SCH160 A694 F60";0
16006438;"FLANGE WN 2"" 600# RJR SCH160 A105";0
16006439;"FLANGE WN 12"" 600# RJR SCH80 A105";0
16006441;"FLANGE CEGO 2"" 1500# RJR A105";0
16006442;"FLANGE CEGO 16"" 600# FJA A105";8466,5
16006443;"REDUCAO CONC 1""X3/4""SCH160 ASTM A234 WPB";0
16006445;"REDUCAO CONC 1""X2"" SCH160 ASTM A234 WPB";0
16006465;"VALV ESFERA 1"" 800# SW ACO CARBONO";1085,74
16006466;"VALV ESFERA 1 1/2"" 800# SW ACO CARBONO";1427,83
16006467;"VALV ESFERA 4"" 150# ACO CARBONO";0
16006468;"JUNTA ESPIROME 1 1/2"" 300#RF 316L B16.20";16,8
16006499;"FLANGE WN 2"" 150 RF SCH40 ASTM A105";89,98
16006500;"FLANGE WN 6"" 150 RF SCH40 ASTM A105";720
16006501;"TUBO 2"" SCH40 API 5LB PSL-1 S/C 6M";789,9
16006547;"TUBO 3"" SCH40 API 5LB PSL-1 S/C -6M";1607,8
16006548;"TAMPAO 2"" SCH 40 A234 GR-WPB";9,9
16006549;"UNIAO 2"" 3000# NPT A105";748,56
16006550;"ESTOJO 1/2""X2.3/4""CDM/BCR ASTM A193 GRB7";20
16006551;"ESTOJO 3/4""X4"" CDM/BCR ASTM A193 GRB7";24
16006552;"ESTOJO 3/4""X5"" CDM/BCR ASTM A193 GRB7";22
16006553;"ESTOJO 7/8""X5.3/4""CDM/BCR ASTM A193 GRB7";35
16006554;"PORCA SEXT 1 1/16""CDM/BCR ASTM A194 GR2H";0
16006555;"PORCA SEXT 1 1/4"" CDM/BCR ASTM A194 GR2H";0
16006556;"PORCA SEXT 1 7/16""CDM/BCR ASTM A194 GR2H";0
16006557;"PAPELAO HIDRAUL 3,2MM(1/8"") 1500X2000MM";2112
16006558;"PAPELAO HIDRAUL 1,6MM(1/16"") 1500X2000MM";919,9
16006567;"FLANGE WN 4"" 150 RF SCH40 ASTM A105";290,56
16006568;"TUBO 4"" SCH40 API 5LB PSL-1 S/C 6M";0
16006569;"TUBO 6"" SCH40 API 5LB PSL-1 S/C 6M";0
16006583;FILTRO BOLSA 592x592x600MM-F74B33 V:3400;450
16006584;FILTRO BOLSA 287x592x600MM-F74B33 V:2150;0
16006585;FILTRO BOLSA 287x592x600MM-F74B33 V:1950;0
16006615;JUNTA ANEL OVAL RTJ R78 316L AC 130BH;0
16006616;"JUNTA ESPIROMET 1"" 300#RF 316LB16.20";20
16006617;"JUNTA ESPIROMET 12"" 150#RF 316LB16.20";0
16006618;"JUNTA ESPIROMET 20""150#RF 316LB16.20";0
16006619;"JUNTA ESPIROMET 20""300#RF316LB16.20";2720
16006620;"JUNTA ESPIROMET RF 24""150#316LB16.20";575
16006621;"JUNTA ESPIROMET RF 30""300#316LB16.20";0
16006622;"JUNTA ESPIROMET 32""300#RF  316LB16.20";0
16006623;"JUNTA ESPIROMET 50""150#RF 316L B16.20";0
16006637;"VALV BORBOLETA 2"" 150#RF WAF ALAVANCA";429,9
16006638;"VALV BORBOLETA 4"" 150#RF WAF ALAVANCA";5179,9
16006639;"VALV BORBOLETA 6"" 150#RF WAF ALAVANCA";1380
16006640;"VALV BORBOLETA 8"" 150#RF WAF ALAVANCA";3700
16006641;"VALV BORBOLETA 12""150#RF WAF VOLANTE RED";8717,29
16006659;JUNTA METALBEST927 FLANGE 190-5 P-123101;289,33
16006660;JUNTA METALBEST927 FLANGE 190-4 P-123101;206,9
16006661;JUNTA METALBEST927 FLANGE 190-3 P-123101;188,84
16006662;JUNTA METALB 927 FLANGE 190-1/2 P-123101;0
16006663;JUNTA METALBEST927 FLANGE 190-2 P-123101;0
16006664;JUNTA METALBEST927 FLANGE 190-1 P-123101;282,53
16006665;JUNTA METALBEST927 FLANGE 170 P-C-123101;0
16006666;JUNTA METALBEST927 FLANGE 171 P-C-123101;0
16006667;JUNTA METALBEST927 FLANGE 172 P-C-123101;0
16006668;JUNTA METALBEST927 FLANGE 173 P-C-123101;0
16006669;JUNTA METALBEST927 FLANGE 174 P-C-123101;0
16006864;"CURVA 7,12G RAIO2032MM DI16"" ESP22,2MM";0
16006866;"CURVA 82,88G RAIO2032MM DI16"" ESP22,2MM";0
16006867;"CURVA 90G RAIO2032MM DI16"" ESP22,2MM";0
16006868;"CURVA 60G RAIO2032MM DI16"" ESP22,2MM";0
16006869;"PIG 8"" ESFERA ESPUMA BD REVESTIDO";0
16006870;"PIG 8"" PROJETIL ESPUMA MD REVESTIDO";0
16006871;"PIG 8"" PROJETIL ESPUMA BD REVESTIDO";0
16006872;"PIG 10"" ESFERA ESPUMA BD REVESTIDO";0
16006873;"PIG 10"" PROJETIL ESPUMA MD REVESTIDO";0
16006874;"PIG 10"" PROJETIL ESPUMA AD REVESTIDO";0
16006875;"PIG 12"" ESFERA ESPUMA BD REVESTIDO";0
16006876;"PIG 12"" PROJETIL ESPUMA MD REVESTIDO";0
16006877;"PIG 12"" PROJETIL ESPUMA AD REVESTIDO";0
16006878;"PIG 20"" ESFERA ESPUMA BD REVESTIDO";0
16006879;"PIG 20"" PROJETIL ESPUMA MD REVESTIDO";0
16006880;"PIG 22"" PROJETIL ESPUMA MD REVESTIDO";0
16006881;"PIG 22"" PROJETIL ESPUMA AD REVESTIDO";0
16006882;"FLEXPIG 10"" MONOLITICO 5D 1C 4BP";0
16006883;"FLEXPIG 12"" MONOLITICO 5D 1C 4BP";0
16006884;"FLEXPIG 12"" MONOLITICO 5D 1C 4BP 2E";0
16006912;"TUBO 2"" SCH80 API 5LB PSL-1 S/C -6M";1008,4
16006913;"TUBO 3"" SCH80 API 5LB PSL-1 S/C -6M";1547,9
16006914;"TUBO 4"" SCH80 API 5LB PSL-1 S/C -6M";2019,9
16006915;"TUBO 6"" SCH80 API 5LB PSL-1 S/C -6M";3850
16006934;"PIPE STOPPER EXPANDING 10""";0
16006935;"PIPE STOPPER EXPANDING 12""";0
16006936;"PIPE STOPPER EXPANDING 2""";0
16006937;"PIPE STOPPER EXPANDING 3""";0
16006938;"PIPE STOPPER EXPANDING 4""";0
16006939;"PIPE STOPPER EXPANDING 6""";0
